playlist_idx,hybrid_recommendations
9670,"[118317, 191313, 201211, 208658, 102026, 20673, 242974, 48557, 6666, 29052, 208248, 57572, 174692, 63352, 110859, 219637, 122336, 33445, 228264, 181596, 183688, 172218, 57996, 29246, 60993, 231436, 202106, 34319, 1287, 244627, 63511, 18997, 154321, 191177, 17649, 152463, 180201, 86424, 35237, 212881, 207476, 217965, 249870, 225936, 87806, 116049, 102584, 143682, 6765, 234647]"
9672,"[237495, 235367, 16769, 86790, 216374, 64550, 54047, 140314, 14975, 103098, 219734, 84826, 72522, 180201, 53497, 5894, 195884, 50047, 143123, 230184, 193787, 215457, 216252, 203253, 184725, 251689, 30051, 130724, 68844, 70529, 27071, 121753, 241787, 153789, 58505, 86135, 131429, 75949, 124237, 218755, 190816, 149917, 7627, 216240, 63084, 209437, 8445, 122751, 99481, 104413]"
9673,"[86790, 64550, 116049, 235367, 129996, 62064, 216374, 68844, 54047, 221079, 53497, 237495, 103098, 58505, 19825, 229720, 90973, 149917, 203557, 166690, 143123, 35237, 218755, 232281, 16769, 143095, 104413, 77655, 74662, 14975, 182651, 245084, 237415, 219734, 122751, 60803, 230184, 205833, 46586, 249785, 209437, 3065, 140314, 84826, 87793, 216252, 210354, 189386, 40301, 30051]"
9680,"[235367, 116049, 140314, 14975, 143123, 219734, 50047, 72522, 84826, 58505, 203253, 216252, 195884, 30051, 251689, 230184, 65433, 180201, 184725, 190816, 166690, 5894, 8445, 193787, 191316, 218755, 242528, 68163, 63084, 131429, 75949, 210354, 151584, 130724, 27071, 40301, 86135, 207513, 70529, 99481, 234425, 82682, 240000, 143095, 122751, 234471, 90973, 90768, 182651, 174543]"
9686,"[56022, 48053, 61840, 198797, 244757, 24530, 94251, 232729, 123560, 119084, 26657, 166743, 64204, 15629, 157693, 122126, 52361, 26546, 41041, 157413, 130032, 233208, 74312, 172218, 205823, 149156, 163420, 199834, 205883, 3884, 160935, 233717, 23480, 205955, 154080, 55349, 70852, 168210, 143757, 169871, 207202, 108987, 140343, 170329, 71063, 190242, 95730, 47920, 8445, 171810]"
9688,"[84826, 50047, 191177, 5894, 216252, 251689, 203253, 104413, 153789, 68844, 230184, 30051, 7627, 218755, 8445, 190816, 68163, 151584, 129996, 16252, 90973, 191316, 122751, 19825, 143095, 49453, 130724, 215457, 158927, 242528, 195884, 82682, 193787, 216240, 209437, 149917, 45282, 40301, 63084, 204678, 62757, 234425, 164641, 4153, 6089, 207513, 245084, 191426, 65143, 110859]"
9703,"[119084, 62531, 33901, 168606, 3572, 30534, 123560, 233282, 180201, 57902, 241388, 131253, 10785, 56022, 244757, 217870, 144575, 165165, 128572, 168210, 228662, 185772, 24530, 54695, 225394, 244662, 144914, 185575, 146303, 17823, 199472, 212968, 2214, 61840, 184725, 177245, 55386, 163198, 235304, 68844, 245418, 8445, 183653, 94550, 180846, 107208, 163760, 172606, 228832, 230764]"
9707,"[237495, 16769, 116049, 221079, 140314, 216374, 53497, 86790, 54047, 64550, 203557, 216252, 237415, 219734, 72522, 151584, 250306, 184725, 104413, 251689, 68844, 8445, 65433, 191316, 103098, 166690, 195884, 99481, 87793, 29626, 30051, 210354, 130094, 215457, 190816, 216240, 139096, 60803, 191177, 35237, 50047, 99868, 234425, 27071, 82682, 131429, 58505, 242528, 159681, 208529]"
9708,"[64550, 216374, 116049, 203557, 237415, 53497, 50047, 203253, 54047, 191177, 140314, 72522, 219734, 24902, 58505, 143123, 180201, 115454, 14975, 242528, 7627, 35237, 207513, 202106, 210354, 184725, 131429, 30051, 190816, 19825, 218755, 143095, 251689, 26659, 49453, 193787, 5894, 216252, 90973, 102584, 182651, 99481, 62064, 229720, 70529, 129996, 121753, 110859, 169595, 205833]"
9720,"[220883, 151180, 54207, 164042, 20607, 238932, 38715, 206589, 180091, 176362, 82097, 29276, 189618, 15181, 9570, 147713, 86920, 136548, 130474, 89197, 82062, 112936, 233951, 18938, 202807, 73108, 112780, 16683, 149365, 85431, 108560, 45137, 9428, 237663, 64244, 199421, 169520, 241678, 96191, 118572, 9051, 5913, 167604, 6053, 134641, 207912, 230534, 127489, 220407, 198427]"
9723,"[16769, 116049, 216374, 221079, 104413, 237415, 86790, 191316, 143123, 219734, 180819, 130094, 70529, 215457, 54047, 8445, 241787, 250306, 53497, 216252, 195884, 103098, 47611, 84826, 63084, 64550, 234425, 5894, 157873, 35237, 190816, 65433, 32765, 68844, 250666, 37668, 33309, 202244, 186705, 153789, 30824, 187276, 140167, 179215, 236977, 131216, 149530, 242528, 191177, 194878]"
9725,"[34052, 216265, 42462, 116087, 66877, 192349, 71923, 152151, 159610, 249395, 215616, 92114, 239467, 209492, 130039, 168828, 131295, 50686, 239354, 49368, 159813, 36594, 7627, 77823, 239658, 154532, 199088, 194283, 56294, 160231, 8687, 126897, 136094, 73309, 127834, 148064, 171211, 3409, 190583, 218894, 191691, 99172, 25975, 223579, 112947, 226394, 152015, 50580, 17425, 12771]"
9736,"[200727, 179215, 237495, 226215, 32090, 159681, 168606, 131216, 203557, 90768, 2000, 250245, 209260, 125154, 98068, 66334, 140434, 195884, 11397, 14975, 90724, 122900, 93035, 16769, 37668, 29626, 235367, 146644, 243131, 222741, 191316, 180819, 202106, 116049, 172576, 122336, 76572, 140167, 17731, 30051, 208529, 161346, 68844, 250666, 53497, 6666, 251689, 241787, 28799, 10765]"
9751,"[104413, 118317, 20673, 102584, 217965, 63352, 181596, 12771, 115454, 242974, 245858, 181640, 103098, 208658, 110461, 119775, 191177, 167186, 35237, 114167, 242528, 97864, 45282, 56156, 225936, 118409, 92846, 26659, 116049, 6765, 211346, 228264, 231436, 203517, 67273, 208248, 234647, 237650, 33882, 165917, 102026, 238995, 12634, 216001, 48557, 180201, 169595, 77745, 250306, 237495]"
9754,"[203557, 216374, 16769, 14975, 103098, 235367, 143123, 237415, 184725, 86790, 250306, 221079, 191177, 35237, 110859, 99481, 207513, 64550, 84826, 54047, 219734, 215457, 124094, 193787, 72522, 203253, 191316, 140314, 30051, 251689, 36171, 135193, 29920, 104413, 131355, 121753, 27071, 40301, 5894, 130724, 165827, 153789, 204273, 32765, 180201, 70529, 63084, 45282, 210354, 65433]"
9759,"[183235, 182995, 130036, 37999, 150245, 182940, 90867, 178066, 194684, 193736, 52260, 181169, 212781, 116130, 81071, 221020, 26999, 209804, 153713, 6543, 184315, 208565, 78666, 21385, 153229, 169880, 145123, 195264, 143193, 193738, 140583, 65001, 24453, 38537, 211056, 136073, 73704, 194834, 80941, 73525, 238621, 166805, 24125, 105755, 77127, 125516, 124751, 92376, 225150, 129764]"
9760,"[235367, 203557, 58505, 68163, 153789, 53497, 218755, 129996, 216374, 237415, 149917, 131429, 62064, 54047, 116049, 49453, 16769, 230184, 84826, 82682, 103098, 130724, 166690, 62757, 16252, 68844, 219734, 210354, 7627, 216252, 143123, 19825, 190899, 191177, 232281, 14975, 249186, 140314, 121813, 102705, 143095, 189386, 82821, 190816, 156348, 241787, 151584, 46586, 77655, 143389]"
9766,"[180201, 29246, 247450, 10765, 102026, 113368, 216260, 79687, 207476, 201211, 249870, 34319, 1287, 149636, 57996, 168972, 47657, 67273, 191177, 109660, 174692, 162412, 163571, 244627, 121753, 172218, 143755, 89133, 61156, 198641, 219221, 154321, 152463, 5889, 249785, 228264, 177435, 245418, 196631, 45282, 51805, 33445, 22005, 102192, 231840, 140469, 219637, 168606, 32244, 72522]"
9769,"[116049, 221079, 16769, 53497, 64550, 237415, 72522, 241787, 203253, 68844, 58505, 195884, 84826, 50047, 207513, 251689, 129996, 216252, 65433, 193787, 99481, 60803, 87793, 27071, 86135, 153789, 151584, 191316, 209437, 104413, 5894, 190816, 166690, 130724, 210354, 230184, 131216, 242528, 232281, 229720, 130094, 215457, 249109, 149917, 143095, 90973, 3065, 16252, 6089, 204273]"
9796,"[203557, 57996, 130724, 249785, 191177, 211346, 116049, 153789, 91763, 237415, 64637, 38648, 56156, 25252, 237495, 139095, 90867, 73275, 110859, 136880, 23953, 234733, 171147, 121702, 186025, 231993, 83989, 130290, 38816, 157272, 116178, 84615, 59716, 223135, 153713, 139391, 56263, 235643, 25101, 97864, 235756, 119372, 227689, 193623, 44776, 114390, 225778, 24939, 99903, 252128]"
9802,"[118317, 202106, 103098, 102584, 249785, 102026, 57572, 201211, 180201, 10765, 208658, 237495, 191177, 231840, 122336, 228264, 217965, 116049, 60993, 245858, 110859, 121753, 72522, 29052, 169595, 104659, 218728, 63511, 231436, 119775, 26659, 12634, 17649, 6666, 118409, 235367, 93035, 16769, 250306, 109660, 207513, 208248, 99481, 86424, 18997, 181640, 203517, 191313, 65892, 232729]"
9854,"[57263, 100077, 173367, 236425, 213659, 140087, 122102, 7609, 203253, 235865, 248077, 173223, 12735, 187591, 220003, 93755, 144453, 229355, 248925, 132225, 86768, 177873, 28194, 226889, 39570, 235751, 11981, 208698, 160594, 208205, 92894, 223344, 108246, 154029, 175159, 50982, 57734, 11895, 160439, 194356, 229471, 218511, 237830, 146830, 130668, 177225, 203525, 199951, 8474, 34278]"
9860,"[70529, 206931, 139096, 33882, 133102, 142306, 34052, 158927, 14281, 235367, 140314, 146458, 168467, 11188, 148576, 232729, 224606, 61260, 36372, 118317, 251973, 58073, 221079, 242077, 9655, 2180, 42632, 61073, 226723, 13855, 187368, 54653, 249395, 20286, 86790, 19554, 208658, 42132, 29032, 205891, 237495, 208248, 132243, 239354, 216252, 125467, 41929, 6666, 92366, 234725]"
9876,"[246081, 52260, 4645, 165802, 38245, 183235, 115065, 97130, 135948, 108071, 182995, 148753, 90867, 173821, 130036, 194684, 184315, 192049, 11771, 21934, 206400, 136468, 74117, 178066, 130032, 212781, 80118, 37999, 56322, 181169, 182940, 150245, 121372, 156321, 237951, 176401, 116456, 86863, 128463, 225394, 116130, 168341, 193736, 46380, 65001, 186258, 81071, 11321, 242196, 31007]"
9878,"[203557, 235367, 237415, 14975, 16769, 86790, 140314, 216374, 54047, 219734, 251689, 27071, 72522, 153789, 184725, 53497, 68844, 250306, 216240, 216252, 230184, 64550, 84826, 103098, 191177, 190816, 241787, 30051, 5894, 191316, 215457, 104413, 68922, 193787, 47611, 58505, 70529, 8445, 131216, 35237, 195884, 63084, 174543, 99481, 2000, 50047, 146644, 19825, 157873, 131429]"
9898,"[116049, 235367, 191177, 237495, 103098, 104413, 86790, 216374, 221079, 249785, 50047, 16769, 54047, 121753, 14975, 64550, 242528, 86135, 209437, 205833, 203253, 237415, 68163, 143123, 184725, 99481, 203557, 131429, 168606, 249109, 97864, 251689, 180819, 219734, 27071, 53497, 9092, 30051, 202106, 245084, 149636, 216252, 27407, 190816, 64506, 19825, 58505, 210354, 143095, 49453]"
9919,"[235367, 16769, 86790, 72522, 221079, 14975, 75949, 237415, 251689, 140314, 250306, 104413, 30051, 191177, 226215, 84826, 184725, 219734, 208730, 6666, 64550, 53497, 131216, 68844, 65433, 185063, 191316, 242093, 241787, 182505, 197789, 38245, 27071, 103098, 121753, 216252, 213713, 128945, 87405, 180819, 7627, 57687, 35237, 180201, 243131, 203882, 63084, 58141, 247450, 64021]"
9920,"[237495, 235367, 140314, 14975, 251689, 216374, 30051, 99481, 215457, 237415, 203557, 221079, 219734, 45282, 250306, 216240, 168606, 35237, 64021, 184725, 159681, 143123, 146644, 84826, 191177, 195884, 75949, 86790, 63084, 190816, 27071, 121753, 234425, 47611, 174051, 157873, 153789, 2000, 186705, 65433, 53497, 54047, 76572, 131216, 8445, 140434, 250666, 33309, 32765, 180819]"
9931,"[237495, 116049, 16769, 54047, 237415, 50047, 58505, 143123, 84826, 153789, 203557, 14975, 72522, 140314, 191177, 86135, 68844, 166690, 104413, 230184, 7627, 184725, 130724, 121753, 5894, 131429, 129996, 70529, 35237, 99481, 218755, 90973, 251689, 195884, 45282, 8445, 151584, 193787, 62064, 27071, 182651, 234425, 209437, 122751, 124237, 158927, 16252, 77655, 191316, 149917]"
9936,"[224606, 239354, 61260, 142306, 9655, 206931, 251973, 82142, 133102, 249395, 181349, 125467, 151208, 146458, 203526, 232729, 187368, 2180, 41929, 73309, 61073, 118317, 209750, 148282, 249785, 42132, 14281, 92366, 85947, 233480, 237650, 189505, 20673, 211409, 48883, 32118, 242077, 213223, 49778, 74125, 114393, 251505, 36527, 18997, 62228, 234725, 202042, 208658, 35312, 127524]"
9939,"[104413, 235367, 16769, 251689, 140314, 35237, 203557, 14975, 10765, 250306, 103098, 191177, 202106, 208658, 122336, 20673, 45282, 208248, 152463, 153789, 219734, 216374, 54047, 99481, 237415, 102026, 231840, 218728, 30051, 86790, 191316, 143123, 180819, 221079, 6765, 181596, 110859, 64550, 245418, 104659, 48557, 191313, 60993, 193787, 121753, 228264, 64021, 109660, 186479, 213713]"
9956,"[118317, 6666, 208658, 20673, 104413, 102026, 35237, 247450, 228264, 33882, 24902, 72522, 237495, 180201, 201211, 202106, 242528, 10765, 116049, 180819, 152463, 103098, 249785, 121753, 201377, 82561, 242974, 251689, 245418, 60993, 191177, 93098, 198641, 206931, 64021, 73807, 14281, 14975, 231840, 156346, 45282, 109660, 211409, 29032, 57572, 122336, 6765, 194878, 174692, 118409]"
9957,"[225940, 50040, 160645, 236401, 103098, 71861, 55170, 234471, 29246, 80198, 223358, 141457, 80525, 240745, 51718, 153279, 103376, 140396, 198475, 72995, 197475, 145548, 213784, 162154, 56492, 17256, 154390, 187760, 75249, 207940, 126846, 146222, 72827, 182433, 14183, 94566, 76169, 109070, 120930, 95915, 191921, 221740, 2655, 116376, 245124, 172113, 225764, 134359, 122884, 199488]"
9959,"[38245, 247450, 58141, 246233, 129035, 129186, 76387, 176401, 73995, 208658, 201377, 246081, 116526, 143682, 206400, 64021, 154321, 20673, 104413, 208864, 189533, 83460, 168606, 135471, 82207, 204569, 19554, 191313, 177055, 217729, 46380, 77657, 228264, 6666, 173821, 198641, 2180, 136468, 117652, 168341, 192049, 183688, 47657, 3884, 142306, 17731, 251617, 158157, 148812, 156199]"
9964,"[45282, 84309, 10765, 122336, 43248, 71825, 193035, 13475, 87405, 144271, 68844, 39460, 39251, 17359, 182505, 204596, 64021, 99481, 4128, 92245, 208730, 249333, 99771, 242974, 199022, 237495, 34962, 175382, 235670, 155438, 48557, 186, 102319, 201211, 121753, 33309, 60993, 103098, 156199, 10200, 17649, 151293, 17731, 124094, 20673, 203882, 124171, 56384, 106277, 14975]"
9965,"[83411, 184315, 117652, 133974, 142578, 183235, 187948, 56322, 52260, 31007, 168341, 178066, 246081, 182995, 84281, 196582, 90867, 212781, 83301, 84350, 130032, 130036, 115710, 135471, 11771, 53442, 194684, 41041, 21934, 241648, 219580, 33317, 37999, 116130, 150245, 157693, 19814, 4645, 182940, 65001, 218685, 115065, 147304, 173821, 151359, 232845, 182505, 181169, 219346, 121372]"
9971,"[57263, 138775, 173813, 242980, 39413, 108564, 166527, 16846, 75113, 69920, 64637, 24985, 94989, 251879, 188742, 44410, 148488, 69255, 174753, 165497, 82497, 175352, 98398, 9842, 50045, 147957, 11702, 62342, 190725, 90103, 172523, 245373, 225008, 136951, 81826, 43471, 38347, 21473, 22122, 23892, 71335, 236425, 103964, 14350, 70922, 168205, 103169, 190702, 38528, 13374]"
9991,"[103098, 191177, 235367, 64550, 237495, 35237, 221079, 216374, 104413, 249109, 203253, 122336, 86135, 202106, 116049, 53497, 203557, 181596, 63352, 50047, 229720, 208248, 131429, 16769, 130724, 72522, 93035, 102584, 234647, 167186, 57996, 27407, 56156, 97864, 143095, 58505, 209437, 169595, 143123, 30051, 182651, 17649, 193787, 14975, 57572, 207513, 237415, 217965, 160231, 242528]"
9997,"[96623, 229720, 191177, 74000, 242528, 5427, 124094, 103098, 35237, 110859, 250306, 86135, 216374, 129996, 135193, 207513, 210921, 241787, 63263, 27407, 236961, 67273, 13597, 64550, 86790, 131355, 68450, 206650, 121753, 150659, 56352, 216283, 44387, 165827, 41689, 180201, 54047, 46586, 118618, 249785, 235367, 68844, 251849, 2125, 193090, 107705, 96114, 137396, 124237, 58505]"
10009,"[183235, 21934, 52260, 178066, 130036, 37999, 116456, 182940, 209804, 121372, 181169, 246081, 96610, 116130, 193366, 34094, 6543, 221020, 99267, 65001, 84281, 19814, 208565, 21385, 130032, 24453, 220179, 165802, 131855, 83411, 166805, 4645, 168341, 115065, 83301, 153229, 73704, 31007, 173821, 196582, 195264, 145123, 169880, 140583, 238621, 143193, 105755, 189533, 122597, 211056]"
10016,"[222280, 233739, 126838, 85382, 201531, 113794, 247207, 66497, 199099, 221649, 117801, 212382, 65195, 155865, 171756, 173916, 126940, 46204, 126298, 81682, 45282, 12977, 194093, 184592, 238418, 79967, 223104, 104413, 160881, 57666, 244738, 103348, 83926, 74481, 38921, 161786, 232521, 26145, 55719, 10409, 14481, 4968, 202106, 185058, 186479, 10513, 123921, 76874, 193471, 118317]"
10017,"[235367, 86135, 16252, 221079, 153789, 166690, 84826, 203253, 216374, 87793, 54047, 16769, 116049, 230184, 77655, 232281, 156348, 237415, 143123, 19825, 122751, 7627, 107507, 245084, 241787, 191177, 102705, 189386, 82821, 216252, 83741, 95081, 219734, 174420, 44331, 5894, 130724, 209437, 190816, 126204, 151584, 3065, 65143, 182651, 104413, 52495, 40301, 180201, 140314, 14975]"
10036,"[196254, 96567, 25990, 65642, 113608, 239898, 193887, 96476, 45217, 143123, 36933, 2149, 164776, 16683, 42814, 12583, 151281, 132143, 127525, 916, 207513, 201066, 231551, 16769, 181596, 163050, 39830, 172058, 195884, 214209, 116049, 45825, 170291, 99298, 242528, 112869, 124497, 64550, 76833, 234281, 205338, 57383, 45945, 134388, 105061, 125751, 120618, 10737, 209171, 84826]"
10054,"[245418, 215498, 167934, 1870, 77189, 73321, 128399, 225394, 236181, 80496, 32793, 126330, 196135, 133000, 154435, 64166, 247083, 53316, 50124, 176517, 12798, 241388, 78942, 9012, 203927, 170831, 186446, 1706, 145634, 23252, 203184, 142963, 101857, 31570, 85508, 180372, 92506, 13191, 181133, 60309, 142031, 56321, 220239, 30534, 190572, 33745, 199180, 83087, 51136, 106804]"
10064,"[237495, 121753, 207513, 6666, 209437, 94251, 246233, 131216, 208248, 12262, 8706, 83411, 35237, 180201, 235367, 143059, 10765, 116522, 30287, 250228, 195884, 250666, 240000, 152574, 117652, 64550, 16769, 218307, 29920, 38245, 72522, 120485, 29052, 56322, 73995, 30051, 189533, 79059, 187591, 208658, 216374, 29626, 144388, 216001, 157887, 53989, 116526, 133974, 235251, 151180]"
10074,"[39887, 237293, 130290, 32183, 1731, 62961, 80198, 110435, 237599, 205703, 153279, 69834, 52772, 86187, 13400, 224422, 8416, 240578, 239801, 46362, 225842, 185509, 44776, 233158, 9202, 241107, 121259, 39560, 41030, 128993, 210771, 20671, 39218, 85209, 35842, 200431, 93537, 143123, 60242, 224421, 183913, 137416, 109359, 152397, 42739, 242826, 190736, 109499, 119244, 86894]"
10089,"[168606, 219594, 93035, 27612, 102641, 170027, 247207, 126838, 222280, 113794, 28632, 173916, 233739, 212382, 111332, 117801, 201437, 201531, 85382, 126940, 126298, 98775, 83926, 196254, 12977, 171756, 65195, 221649, 187394, 166174, 81682, 160881, 55719, 223104, 199099, 239898, 232521, 46204, 191243, 38921, 25990, 184592, 65642, 96567, 156940, 26145, 42814, 66497, 247450, 79967]"
10091,"[86790, 53497, 216374, 116049, 237495, 64550, 221079, 16769, 203557, 129996, 5894, 219734, 131429, 58505, 86135, 166690, 237415, 50047, 72522, 70529, 14975, 27071, 103098, 7627, 193787, 234471, 87793, 84826, 68844, 140314, 216252, 245084, 60803, 191177, 19825, 151584, 149917, 232281, 49453, 130724, 158927, 90973, 218755, 74662, 207513, 82682, 40301, 54119, 180201, 77655]"
10109,"[161723, 239426, 199438, 245051, 52709, 18289, 208705, 77984, 12211, 150738, 50669, 36527, 144616, 92916, 136262, 243933, 7985, 3318, 181566, 117214, 188336, 247300, 185266, 146116, 53430, 89185, 59244, 201857, 190832, 153989, 122640, 107832, 40794, 136720, 159574, 223550, 191209, 173830, 96366, 127839, 37831, 107208, 174633, 25491, 90352, 235780, 173572, 166858, 219637, 35935]"
10129,"[191177, 203253, 180201, 116049, 249109, 64550, 235367, 203557, 104413, 26659, 68844, 221079, 216374, 16769, 181596, 207513, 153789, 202106, 242528, 121753, 115454, 54047, 86135, 50047, 30051, 6765, 168606, 53497, 152463, 84826, 102584, 86424, 63352, 237415, 93035, 27407, 219734, 99481, 130724, 193787, 242974, 181640, 72522, 29052, 92846, 129996, 57996, 184725, 20673, 57572]"
10143,"[221079, 16769, 64550, 180201, 72522, 143123, 153789, 191177, 14975, 53497, 237415, 140314, 219734, 104413, 251689, 27071, 30051, 215457, 209437, 193787, 203253, 121753, 241787, 131429, 99481, 84826, 50047, 242528, 249109, 86135, 216252, 5894, 195884, 7627, 70529, 191316, 234425, 65433, 58505, 210354, 207513, 143095, 216240, 124237, 63084, 180819, 130094, 190816, 202106, 68163]"
10160,"[235367, 64550, 116049, 221079, 216374, 16769, 219734, 54047, 14975, 191177, 237415, 203253, 50047, 84826, 58505, 131429, 72522, 140314, 139096, 7627, 49453, 65433, 90973, 129996, 184725, 241787, 180201, 207513, 130094, 245084, 218755, 234471, 230184, 205833, 209437, 27071, 74662, 190816, 40301, 189386, 234425, 251689, 143095, 6089, 204678, 16252, 232281, 121753, 191316, 104413]"
10168,"[235367, 72522, 86790, 221079, 237415, 216374, 143123, 216240, 64550, 30051, 54047, 84826, 103098, 250306, 8445, 104413, 215457, 191316, 99481, 153789, 241787, 216252, 70529, 130094, 63084, 47611, 68922, 5894, 131429, 190816, 50047, 174543, 157873, 40301, 166690, 191177, 68844, 210354, 234471, 65433, 35237, 86135, 58505, 151584, 230184, 195884, 121753, 234425, 143095, 32765]"
10174,"[186858, 164629, 174997, 111887, 235367, 199632, 168606, 147280, 157693, 175642, 78354, 84142, 102410, 196461, 108782, 125549, 146199, 32875, 6666, 124307, 145448, 9975, 55648, 247450, 77995, 96861, 131195, 68141, 87654, 118317, 100055, 242528, 143193, 153789, 58141, 22566, 83460, 218812, 32244, 79611, 16715, 219531, 99621, 102468, 227395, 16769, 34319, 236531, 43008, 181596]"
10175,"[186258, 167934, 226684, 1870, 13191, 77189, 241388, 30534, 168281, 106804, 73321, 23252, 101857, 89801, 212784, 60304, 107721, 9012, 97551, 61272, 128399, 170850, 154977, 249916, 170831, 62531, 180372, 1706, 142963, 26840, 20910, 186446, 203184, 31652, 183653, 142031, 56321, 57902, 181133, 136311, 31570, 136121, 215630, 234142, 135248, 172600, 47920, 183969, 152458, 134174]"
10176,"[202106, 102026, 118317, 45282, 20673, 208658, 152463, 247450, 35237, 122336, 237495, 231840, 191177, 116049, 180201, 24902, 245418, 242528, 103098, 102584, 104659, 72522, 17649, 24004, 26659, 232729, 228264, 6765, 109660, 235367, 57572, 84309, 218728, 191313, 180819, 99481, 245858, 65892, 250306, 22429, 90523, 213713, 93035, 86424, 119775, 68844, 207476, 225936, 63352, 85947]"
10183,"[203557, 235367, 116049, 16769, 195884, 14975, 131216, 40301, 86790, 64550, 29626, 54047, 65433, 221079, 237415, 143123, 30051, 121753, 219734, 12262, 84826, 204273, 250306, 58505, 140314, 209437, 103098, 191177, 190816, 36171, 155439, 203253, 72522, 143059, 53497, 240000, 7627, 63084, 215844, 216252, 161346, 251689, 8445, 208529, 176926, 120485, 32258, 210354, 96494, 203856]"
10184,"[103098, 45282, 242528, 64021, 153789, 93035, 177405, 68844, 35800, 252213, 216374, 16769, 216252, 237495, 27407, 43498, 190816, 144281, 211123, 2180, 216540, 33309, 65433, 200459, 49756, 44387, 67296, 29032, 234425, 156346, 187394, 70529, 77655, 178741, 247207, 105084, 51016, 49725, 192258, 21779, 75133, 41717, 143095, 99432, 21996, 233158, 219594, 83460, 120972, 209437]"
10188,"[58141, 76387, 129035, 231254, 97330, 135397, 73995, 3884, 161162, 54114, 208864, 155540, 129186, 130032, 212881, 230872, 7580, 190925, 178920, 241834, 135471, 206871, 116526, 23360, 53442, 176401, 193010, 66741, 46380, 131439, 84350, 185380, 132684, 60047, 38245, 55292, 108569, 77657, 26657, 51257, 135948, 218685, 233951, 232845, 79611, 105644, 155604, 206400, 196408, 186858]"
10192,"[247450, 102026, 79687, 174692, 5923, 47657, 34319, 10765, 162412, 57996, 225394, 19378, 201211, 1287, 249870, 251981, 231840, 202106, 13191, 226684, 168606, 97551, 167934, 163571, 83087, 146012, 134300, 221049, 106804, 48557, 77189, 244627, 24004, 196135, 168972, 89133, 172218, 73413, 50124, 33445, 61156, 64861, 212784, 212881, 247083, 232729, 219221, 5889, 30534, 170850]"
10195,"[203557, 237415, 54047, 191177, 140314, 53497, 72522, 143123, 14975, 153789, 45282, 104413, 27071, 184725, 50047, 251689, 210354, 193787, 5894, 168606, 202106, 30051, 242528, 216252, 70529, 58505, 7627, 203253, 121753, 86135, 234425, 230184, 130724, 130094, 209437, 190816, 195884, 143095, 68163, 191316, 60803, 90973, 218755, 124237, 129996, 249109, 62064, 229720, 115454, 166690]"
10199,"[246081, 87043, 66741, 10137, 130032, 19814, 135948, 176401, 206400, 97130, 108071, 115065, 46380, 168149, 135471, 168341, 238860, 129898, 31007, 58141, 156321, 80118, 177055, 97330, 76387, 231254, 102468, 241625, 158749, 168507, 86863, 227614, 36852, 459, 11321, 155540, 56322, 136905, 155604, 67401, 102410, 232845, 175642, 231587, 237951, 147317, 157693, 151359, 190925, 239011]"
10213,"[251617, 35237, 191313, 181640, 102026, 115704, 29246, 61398, 104413, 202567, 172218, 34319, 219637, 174692, 249070, 245418, 191177, 247450, 56457, 56073, 250210, 57996, 163048, 24902, 77604, 208248, 113242, 103098, 249109, 6666, 102192, 130606, 47657, 109155, 229720, 87806, 24004, 208658, 227576, 50040, 250306, 113368, 27407, 154321, 26659, 213691, 88393, 162412, 121753, 79687]"
10217,"[113608, 143123, 96567, 39830, 25990, 16683, 99298, 64550, 193887, 98787, 45217, 45825, 151281, 244555, 12583, 80939, 204904, 127525, 90768, 105613, 153182, 207513, 242528, 64107, 224099, 144813, 168525, 12274, 916, 172058, 176912, 129679, 48339, 113811, 195884, 149718, 231551, 99929, 228264, 207808, 201066, 181839, 44970, 181596, 87172, 66404, 99276, 163050, 196582, 32809]"
10228,"[30051, 237495, 195884, 194878, 207513, 72522, 37668, 29626, 251689, 40301, 203557, 219531, 155439, 116049, 235367, 16769, 12262, 249109, 242528, 29920, 216374, 36171, 204273, 143059, 35237, 191177, 220883, 75949, 14975, 131216, 84826, 53497, 118618, 77194, 250306, 64021, 87387, 161346, 90768, 185239, 64550, 74256, 203856, 124237, 191316, 232730, 103098, 8445, 215457, 65433]"
10230,"[219637, 243676, 202567, 250228, 150151, 208024, 68333, 101799, 58543, 67123, 235751, 70292, 155777, 224295, 251849, 103381, 8466, 200215, 131139, 240196, 130668, 214178, 39321, 238017, 97636, 94391, 142516, 142394, 41254, 26096, 183235, 101519, 37982, 190593, 71673, 134729, 212433, 240820, 95365, 42200, 82302, 42997, 111774, 113137, 11771, 92775, 162094, 219015, 197817, 138056]"
10234,"[180201, 103098, 221079, 16769, 53497, 35237, 143123, 153789, 104413, 130724, 184725, 140314, 237415, 121753, 202106, 249109, 86135, 84826, 45282, 203253, 245418, 219734, 99481, 65433, 207513, 102026, 50047, 27071, 7627, 58505, 70529, 242528, 210354, 168606, 234425, 195884, 110859, 130094, 191316, 152463, 40301, 8445, 5894, 216240, 245084, 241787, 63084, 250666, 24004, 247450]"
