playlist_idx,recommended_tracks
40,"[np.float64(183403.0), np.float64(57661.0), np.float64(203247.0), np.float64(39544.0), np.float64(199549.0), np.float64(56974.0), np.float64(103200.0), np.float64(178787.0), np.float64(225961.0), np.float64(186724.0), np.float64(191246.0), np.float64(121102.0), np.float64(150297.0), np.float64(65886.0), np.float64(45125.0), np.float64(66542.0), np.float64(196384.0), np.float64(234001.0), np.float64(216539.0), np.float64(104677.0), np.float64(146409.0), np.float64(189127.0), np.float64(135781.0), np.float64(139905.0), np.float64(58362.0), np.float64(234267.0), np.float64(237630.0), np.float64(149733.0), np.float64(175779.0), np.float64(112531.0), np.float64(214734.0), np.float64(1320.0), np.float64(115128.0), np.float64(198442.0), np.float64(133019.0), np.float64(179033.0), np.float64(100921.0), np.float64(235442.0), np.float64(9143.0), np.float64(88945.0), np.float64(117124.0), np.float64(164878.0), np.float64(113737.0), np.float64(219942.0), np.float64(19605.0), np.float64(177121.0), np.float64(101416.0), np.float64(164202.0), np.float64(197588.0), np.float64(193138.0)]"
5,"[np.float64(104888.0), np.float64(16775.0), np.float64(249096.0), np.float64(141420.0), np.float64(200014.0), np.float64(30051.0), np.float64(70687.0), np.float64(151091.0), np.float64(192192.0), np.float64(224654.0), np.float64(113434.0), np.float64(160078.0), np.float64(205960.0), np.float64(147522.0), np.float64(185345.0), np.float64(57688.0), np.float64(104027.0), np.float64(115560.0), np.float64(31689.0), np.float64(161940.0), np.float64(26838.0), np.float64(78087.0), np.float64(208255.0), np.float64(54510.0), np.float64(188245.0), np.float64(132589.0), np.float64(170436.0), np.float64(234377.0), np.float64(32222.0), np.float64(90175.0), np.float64(14401.0), np.float64(89916.0), np.float64(109007.0), np.float64(114360.0), np.float64(185295.0), np.float64(177122.0), np.float64(109817.0), np.float64(108780.0), np.float64(202065.0), np.float64(204890.0), np.float64(112390.0), np.float64(245385.0), np.float64(207772.0), np.float64(102549.0), np.float64(215227.0), np.float64(101342.0), np.float64(145269.0), np.float64(86868.0), np.float64(136985.0), np.float64(37454.0)]"
682,"[np.float64(32222.0), np.float64(4207.0), np.float64(45184.0), np.float64(71673.0), np.float64(121477.0), np.float64(92798.0), np.float64(56072.0), np.float64(152510.0), np.float64(51015.0), np.float64(23543.0), np.float64(116891.0), np.float64(171779.0), np.float64(9143.0), np.float64(175140.0), np.float64(131106.0), np.float64(239529.0), np.float64(29240.0), np.float64(27796.0), np.float64(113737.0), np.float64(105508.0), np.float64(120293.0), np.float64(212361.0), np.float64(164960.0), np.float64(185438.0), np.float64(134135.0), np.float64(108167.0), np.float64(126352.0), np.float64(185826.0), np.float64(70403.0), np.float64(109202.0), np.float64(143448.0), np.float64(9655.0), np.float64(103568.0), np.float64(154213.0), np.float64(129501.0), np.float64(76079.0), np.float64(58004.0), np.float64(70390.0), np.float64(91819.0), np.float64(246641.0), np.float64(219130.0), np.float64(142991.0), np.float64(138851.0), np.float64(117749.0), np.float64(46507.0), np.float64(105768.0), np.float64(247444.0), np.float64(204569.0), np.float64(241790.0), np.float64(42133.0)]"
865,"[np.float64(32222.0), np.float64(4207.0), np.float64(45184.0), np.float64(160078.0), np.float64(193014.0), np.float64(9655.0), np.float64(73682.0), np.float64(232491.0), np.float64(51805.0), np.float64(195933.0), np.float64(105768.0), np.float64(197588.0), np.float64(152510.0), np.float64(75567.0), np.float64(84506.0), np.float64(66129.0), np.float64(95136.0), np.float64(32206.0), np.float64(220093.0), np.float64(113711.0), np.float64(108167.0), np.float64(76079.0), np.float64(212361.0), np.float64(61770.0), np.float64(170436.0), np.float64(135686.0), np.float64(43470.0), np.float64(3689.0), np.float64(219213.0), np.float64(34347.0), np.float64(100077.0), np.float64(56909.0), np.float64(93283.0), np.float64(132589.0), np.float64(81826.0), np.float64(164456.0), np.float64(3264.0), np.float64(200181.0), np.float64(76259.0), np.float64(130974.0), np.float64(27407.0), np.float64(33788.0), np.float64(179370.0), np.float64(169343.0), np.float64(119126.0), np.float64(38372.0), np.float64(95981.0), np.float64(249088.0), np.float64(198834.0), np.float64(201233.0)]"
800,"[np.float64(32222.0), np.float64(4207.0), np.float64(45184.0), np.float64(9655.0), np.float64(193014.0), np.float64(195933.0), np.float64(232491.0), np.float64(73682.0), np.float64(160078.0), np.float64(212361.0), np.float64(51805.0), np.float64(108167.0), np.float64(76079.0), np.float64(32206.0), np.float64(220093.0), np.float64(95136.0), np.float64(105768.0), np.float64(75567.0), np.float64(84506.0), np.float64(152510.0), np.float64(66129.0), np.float64(93283.0), np.float64(113711.0), np.float64(179370.0), np.float64(81826.0), np.float64(43470.0), np.float64(98412.0), np.float64(240663.0), np.float64(61770.0), np.float64(164456.0), np.float64(106634.0), np.float64(135686.0), np.float64(130974.0), np.float64(3689.0), np.float64(85162.0), np.float64(34347.0), np.float64(200181.0), np.float64(228870.0), np.float64(38372.0), np.float64(85273.0), np.float64(42133.0), np.float64(130229.0), np.float64(164343.0), np.float64(249088.0), np.float64(119126.0), np.float64(198834.0), np.float64(95981.0), np.float64(169343.0), np.float64(219213.0), np.float64(12748.0)]"
491,"[np.float64(177774.0), np.float64(9143.0), np.float64(121477.0), np.float64(113737.0), np.float64(32222.0), np.float64(37939.0), np.float64(143448.0), np.float64(52678.0), np.float64(151923.0), np.float64(70403.0), np.float64(51015.0), np.float64(109202.0), np.float64(43730.0), np.float64(134135.0), np.float64(68607.0), np.float64(111863.0), np.float64(91819.0), np.float64(246641.0), np.float64(19181.0), np.float64(214586.0), np.float64(247811.0), np.float64(231113.0), np.float64(71825.0), np.float64(107850.0), np.float64(132320.0), np.float64(47633.0), np.float64(41041.0), np.float64(87268.0), np.float64(227482.0), np.float64(104188.0), np.float64(177197.0), np.float64(45286.0), np.float64(129958.0), np.float64(84281.0), np.float64(115338.0), np.float64(4207.0), np.float64(11632.0), np.float64(139427.0), np.float64(106715.0), np.float64(209230.0), np.float64(216970.0), np.float64(50714.0), np.float64(160078.0), np.float64(98189.0), np.float64(78923.0), np.float64(170436.0), np.float64(164326.0), np.float64(23733.0), np.float64(144864.0), np.float64(124128.0)]"
492,"[np.float64(39909.0), np.float64(87268.0), np.float64(130370.0), np.float64(116891.0), np.float64(205408.0), np.float64(247811.0), np.float64(40981.0), np.float64(142578.0), np.float64(37939.0), np.float64(42888.0), np.float64(45286.0), np.float64(46071.0), np.float64(219722.0), np.float64(126346.0), np.float64(82207.0), np.float64(174557.0), np.float64(33185.0), np.float64(66056.0), np.float64(96616.0), np.float64(188060.0), np.float64(187228.0), np.float64(220101.0), np.float64(191941.0), np.float64(97511.0), np.float64(131006.0), np.float64(227561.0), np.float64(200946.0), np.float64(31870.0), np.float64(186509.0), np.float64(107850.0), np.float64(46394.0), np.float64(2864.0), np.float64(46682.0), np.float64(244526.0), np.float64(80118.0), np.float64(126355.0), np.float64(101718.0), np.float64(174017.0), np.float64(156343.0), np.float64(223613.0), np.float64(42921.0), np.float64(234799.0), np.float64(134135.0), np.float64(117402.0), np.float64(184315.0), np.float64(83121.0), np.float64(29082.0), np.float64(54341.0), np.float64(30914.0), np.float64(189178.0)]"
209,"[np.float64(177774.0), np.float64(87268.0), np.float64(121477.0), np.float64(51015.0), np.float64(219722.0), np.float64(39909.0), np.float64(9143.0), np.float64(37939.0), np.float64(53034.0), np.float64(156313.0), np.float64(220101.0), np.float64(208382.0), np.float64(218657.0), np.float64(117402.0), np.float64(113737.0), np.float64(17823.0), np.float64(100860.0), np.float64(115338.0), np.float64(45286.0), np.float64(42888.0), np.float64(138183.0), np.float64(148602.0), np.float64(40981.0), np.float64(247811.0), np.float64(179033.0), np.float64(193941.0), np.float64(43730.0), np.float64(82207.0), np.float64(233688.0), np.float64(47505.0), np.float64(246641.0), np.float64(107850.0), np.float64(184925.0), np.float64(143448.0), np.float64(59024.0), np.float64(74398.0), np.float64(46394.0), np.float64(70403.0), np.float64(160089.0), np.float64(93821.0), np.float64(95117.0), np.float64(84044.0), np.float64(24934.0), np.float64(32055.0), np.float64(190492.0), np.float64(164326.0), np.float64(249513.0), np.float64(71825.0), np.float64(176401.0), np.float64(66056.0)]"
886,"[np.float64(32222.0), np.float64(37939.0), np.float64(177774.0), np.float64(23543.0), np.float64(4207.0), np.float64(247811.0), np.float64(121477.0), np.float64(113737.0), np.float64(111863.0), np.float64(9143.0), np.float64(160078.0), np.float64(107850.0), np.float64(45184.0), np.float64(71825.0), np.float64(52678.0), np.float64(82207.0), np.float64(117402.0), np.float64(170436.0), np.float64(143448.0), np.float64(233688.0), np.float64(198220.0), np.float64(51015.0), np.float64(152510.0), np.float64(104188.0), np.float64(199280.0), np.float64(219722.0), np.float64(87268.0), np.float64(98189.0), np.float64(70403.0), np.float64(102468.0), np.float64(78923.0), np.float64(209230.0), np.float64(45286.0), np.float64(68968.0), np.float64(76259.0), np.float64(246641.0), np.float64(39701.0), np.float64(45426.0), np.float64(221976.0), np.float64(3695.0), np.float64(53034.0), np.float64(193941.0), np.float64(19181.0), np.float64(184925.0), np.float64(180737.0), np.float64(104888.0), np.float64(64468.0), np.float64(73682.0), np.float64(75567.0), np.float64(166383.0)]"
266,"[np.float64(177774.0), np.float64(37939.0), np.float64(247811.0), np.float64(9143.0), np.float64(43730.0), np.float64(121477.0), np.float64(111863.0), np.float64(87268.0), np.float64(151923.0), np.float64(107850.0), np.float64(82207.0), np.float64(71825.0), np.float64(132320.0), np.float64(68607.0), np.float64(113737.0), np.float64(51015.0), np.float64(198220.0), np.float64(45286.0), np.float64(180737.0), np.float64(199280.0), np.float64(209230.0), np.float64(109202.0), np.float64(32222.0), np.float64(68968.0), np.float64(143448.0), np.float64(134135.0), np.float64(11632.0), np.float64(133688.0), np.float64(70403.0), np.float64(19181.0), np.float64(115338.0), np.float64(184925.0), np.float64(117652.0), np.float64(246641.0), np.float64(192049.0), np.float64(46682.0), np.float64(38462.0), np.float64(66056.0), np.float64(102528.0), np.float64(395.0), np.float64(42981.0), np.float64(91819.0), np.float64(78923.0), np.float64(45426.0), np.float64(104888.0), np.float64(70687.0), np.float64(117402.0), np.float64(160679.0), np.float64(245000.0), np.float64(93821.0)]"
21,"[np.float64(24869.0), np.float64(46394.0), np.float64(178454.0), np.float64(62764.0), np.float64(98263.0), np.float64(68940.0), np.float64(88519.0), np.float64(85431.0), np.float64(183244.0), np.float64(125877.0), np.float64(17801.0), np.float64(22714.0), np.float64(62575.0), np.float64(95556.0), np.float64(246267.0), np.float64(51773.0), np.float64(159098.0), np.float64(244449.0), np.float64(71135.0), np.float64(141614.0), np.float64(29806.0), np.float64(242925.0), np.float64(38861.0), np.float64(7173.0), np.float64(54642.0), np.float64(33108.0), np.float64(208251.0), np.float64(232497.0), np.float64(148503.0), np.float64(19904.0), np.float64(141737.0), np.float64(178577.0), np.float64(13422.0), np.float64(42751.0), np.float64(249937.0), np.float64(217225.0), np.float64(87950.0), np.float64(221492.0), np.float64(161162.0), np.float64(155254.0), np.float64(122126.0), np.float64(225186.0), np.float64(9518.0), np.float64(170320.0), np.float64(172071.0), np.float64(47499.0), np.float64(14312.0), np.float64(176295.0), np.float64(193294.0), np.float64(8531.0)]"
727,"[np.float64(132589.0), np.float64(174487.0), np.float64(32234.0), np.float64(195665.0), np.float64(233582.0), np.float64(197588.0), np.float64(83741.0), np.float64(177397.0), np.float64(236072.0), np.float64(132314.0), np.float64(8138.0), np.float64(237495.0), np.float64(82397.0), np.float64(49732.0), np.float64(144362.0), np.float64(97065.0), np.float64(252213.0), np.float64(84789.0), np.float64(193873.0), np.float64(172474.0), np.float64(137024.0), np.float64(65511.0), np.float64(61399.0), np.float64(227992.0), np.float64(140325.0), np.float64(222559.0), np.float64(169949.0), np.float64(72753.0), np.float64(249136.0), np.float64(245021.0), np.float64(148533.0), np.float64(205041.0), np.float64(229600.0), np.float64(33007.0), np.float64(145216.0), np.float64(63735.0), np.float64(117352.0), np.float64(68959.0), np.float64(180104.0), np.float64(237818.0), np.float64(117483.0), np.float64(203828.0), np.float64(191316.0), np.float64(8757.0), np.float64(8788.0), np.float64(194971.0), np.float64(20224.0), np.float64(162652.0), np.float64(48056.0), np.float64(91667.0)]"
690,"[np.float64(132589.0), np.float64(197588.0), np.float64(160078.0), np.float64(97065.0), np.float64(249096.0), np.float64(32222.0), np.float64(188245.0), np.float64(42981.0), np.float64(61399.0), np.float64(195665.0), np.float64(177397.0), np.float64(236072.0), np.float64(32234.0), np.float64(141420.0), np.float64(112390.0), np.float64(237495.0), np.float64(104888.0), np.float64(395.0), np.float64(174487.0), np.float64(119126.0), np.float64(169949.0), np.float64(193014.0), np.float64(114018.0), np.float64(211861.0), np.float64(48931.0), np.float64(127063.0), np.float64(70687.0), np.float64(63735.0), np.float64(52643.0), np.float64(16775.0), np.float64(72522.0), np.float64(93843.0), np.float64(30051.0), np.float64(158105.0), np.float64(151773.0), np.float64(8138.0), np.float64(100077.0), np.float64(83741.0), np.float64(33788.0), np.float64(192192.0), np.float64(82397.0), np.float64(103620.0), np.float64(4207.0), np.float64(145743.0), np.float64(15630.0), np.float64(164397.0), np.float64(249088.0), np.float64(18215.0), np.float64(233582.0), np.float64(34347.0)]"
570,"[np.float64(132589.0), np.float64(32234.0), np.float64(160078.0), np.float64(61399.0), np.float64(197588.0), np.float64(174487.0), np.float64(97065.0), np.float64(249096.0), np.float64(8138.0), np.float64(8788.0), np.float64(63735.0), np.float64(236072.0), np.float64(18002.0), np.float64(84789.0), np.float64(119126.0), np.float64(195665.0), np.float64(52643.0), np.float64(177397.0), np.float64(83741.0), np.float64(104888.0), np.float64(144362.0), np.float64(82397.0), np.float64(48931.0), np.float64(169949.0), np.float64(233582.0), np.float64(193873.0), np.float64(188245.0), np.float64(186599.0), np.float64(141420.0), np.float64(65924.0), np.float64(236433.0), np.float64(180104.0), np.float64(193014.0), np.float64(66129.0), np.float64(87387.0), np.float64(395.0), np.float64(223499.0), np.float64(167909.0), np.float64(172474.0), np.float64(239346.0), np.float64(49732.0), np.float64(227992.0), np.float64(15630.0), np.float64(42981.0), np.float64(48883.0), np.float64(145743.0), np.float64(157148.0), np.float64(112390.0), np.float64(229600.0), np.float64(56686.0)]"
929,"[np.float64(32222.0), np.float64(160078.0), np.float64(4207.0), np.float64(127063.0), np.float64(76259.0), np.float64(221976.0), np.float64(88467.0), np.float64(193014.0), np.float64(45184.0), np.float64(56909.0), np.float64(66129.0), np.float64(132589.0), np.float64(100077.0), np.float64(152510.0), np.float64(75567.0), np.float64(14114.0), np.float64(178288.0), np.float64(206444.0), np.float64(38908.0), np.float64(52678.0), np.float64(73682.0), np.float64(197588.0), np.float64(169343.0), np.float64(155534.0), np.float64(51805.0), np.float64(75328.0), np.float64(195665.0), np.float64(187211.0), np.float64(61770.0), np.float64(83904.0), np.float64(112390.0), np.float64(16847.0), np.float64(208986.0), np.float64(21586.0), np.float64(198028.0), np.float64(42981.0), np.float64(211629.0), np.float64(17473.0), np.float64(135686.0), np.float64(211861.0), np.float64(22174.0), np.float64(164397.0), np.float64(199987.0), np.float64(204569.0), np.float64(183625.0), np.float64(186152.0), np.float64(3264.0), np.float64(51195.0), np.float64(194875.0), np.float64(84506.0)]"
350,"[np.float64(39909.0), np.float64(177774.0), np.float64(121477.0), np.float64(116891.0), np.float64(117402.0), np.float64(9143.0), np.float64(51015.0), np.float64(40981.0), np.float64(219722.0), np.float64(100860.0), np.float64(164326.0), np.float64(37939.0), np.float64(113737.0), np.float64(246641.0), np.float64(218657.0), np.float64(184925.0), np.float64(204466.0), np.float64(233688.0), np.float64(87268.0), np.float64(70403.0), np.float64(193941.0), np.float64(138183.0), np.float64(108985.0), np.float64(160089.0), np.float64(214586.0), np.float64(53034.0), np.float64(91819.0), np.float64(42921.0), np.float64(134135.0), np.float64(143448.0), np.float64(126456.0), np.float64(176401.0), np.float64(249513.0), np.float64(175744.0), np.float64(220101.0), np.float64(23543.0), np.float64(107850.0), np.float64(148602.0), np.float64(248893.0), np.float64(119428.0), np.float64(206466.0), np.float64(156313.0), np.float64(247811.0), np.float64(21231.0), np.float64(84044.0), np.float64(109202.0), np.float64(95117.0), np.float64(82207.0), np.float64(40743.0), np.float64(106715.0)]"
192,"[np.float64(195665.0), np.float64(132589.0), np.float64(197588.0), np.float64(140325.0), np.float64(160078.0), np.float64(32222.0), np.float64(61399.0), np.float64(82397.0), np.float64(4207.0), np.float64(169949.0), np.float64(245021.0), np.float64(103175.0), np.float64(193014.0), np.float64(97065.0), np.float64(68959.0), np.float64(119126.0), np.float64(233582.0), np.float64(177397.0), np.float64(63735.0), np.float64(45184.0), np.float64(60937.0), np.float64(137024.0), np.float64(75567.0), np.float64(203828.0), np.float64(252213.0), np.float64(174487.0), np.float64(249136.0), np.float64(236072.0), np.float64(73682.0), np.float64(204935.0), np.float64(237495.0), np.float64(51805.0), np.float64(27146.0), np.float64(114018.0), np.float64(179282.0), np.float64(154830.0), np.float64(210292.0), np.float64(61415.0), np.float64(164343.0), np.float64(32206.0), np.float64(83741.0), np.float64(46394.0), np.float64(232491.0), np.float64(88467.0), np.float64(61770.0), np.float64(39909.0), np.float64(33007.0), np.float64(95136.0), np.float64(56686.0), np.float64(157162.0)]"
465,"[np.float64(132589.0), np.float64(174487.0), np.float64(160078.0), np.float64(32234.0), np.float64(84789.0), np.float64(63735.0), np.float64(61399.0), np.float64(119126.0), np.float64(188245.0), np.float64(195665.0), np.float64(233582.0), np.float64(8138.0), np.float64(197588.0), np.float64(82397.0), np.float64(145216.0), np.float64(8788.0), np.float64(97065.0), np.float64(10294.0), np.float64(169949.0), np.float64(83741.0), np.float64(172474.0), np.float64(236433.0), np.float64(18002.0), np.float64(249096.0), np.float64(104888.0), np.float64(61415.0), np.float64(144362.0), np.float64(49732.0), np.float64(193014.0), np.float64(236072.0), np.float64(33788.0), np.float64(83904.0), np.float64(184651.0), np.float64(56686.0), np.float64(149440.0), np.float64(27146.0), np.float64(237495.0), np.float64(193873.0), np.float64(210292.0), np.float64(80434.0), np.float64(68959.0), np.float64(121227.0), np.float64(65511.0), np.float64(141420.0), np.float64(239346.0), np.float64(252213.0), np.float64(70813.0), np.float64(109817.0), np.float64(8025.0), np.float64(210909.0)]"
6,"[np.float64(132589.0), np.float64(197588.0), np.float64(237495.0), np.float64(169949.0), np.float64(61399.0), np.float64(195665.0), np.float64(4207.0), np.float64(177397.0), np.float64(32222.0), np.float64(32234.0), np.float64(236072.0), np.float64(160078.0), np.float64(249136.0), np.float64(193014.0), np.float64(119126.0), np.float64(140325.0), np.float64(179282.0), np.float64(45184.0), np.float64(232491.0), np.float64(63735.0), np.float64(97065.0), np.float64(239363.0), np.float64(27146.0), np.float64(137024.0), np.float64(73682.0), np.float64(51805.0), np.float64(233582.0), np.float64(32206.0), np.float64(245021.0), np.float64(75567.0), np.float64(61415.0), np.float64(56686.0), np.float64(193873.0), np.float64(144362.0), np.float64(237818.0), np.float64(95136.0), np.float64(43470.0), np.float64(188926.0), np.float64(103175.0), np.float64(83741.0), np.float64(61770.0), np.float64(252213.0), np.float64(223402.0), np.float64(68959.0), np.float64(114018.0), np.float64(65924.0), np.float64(229600.0), np.float64(205041.0), np.float64(82397.0), np.float64(49732.0)]"
394,"[np.float64(132589.0), np.float64(174487.0), np.float64(8138.0), np.float64(32234.0), np.float64(195665.0), np.float64(8788.0), np.float64(84789.0), np.float64(83741.0), np.float64(61399.0), np.float64(82397.0), np.float64(97065.0), np.float64(172474.0), np.float64(145216.0), np.float64(144362.0), np.float64(49732.0), np.float64(205041.0), np.float64(63735.0), np.float64(133385.0), np.float64(233582.0), np.float64(111627.0), np.float64(249096.0), np.float64(194971.0), np.float64(227992.0), np.float64(193873.0), np.float64(249136.0), np.float64(252213.0), np.float64(117483.0), np.float64(180104.0), np.float64(18002.0), np.float64(137024.0), np.float64(160078.0), np.float64(245021.0), np.float64(65511.0), np.float64(91181.0), np.float64(169949.0), np.float64(27146.0), np.float64(10294.0), np.float64(48931.0), np.float64(119126.0), np.float64(98910.0), np.float64(65924.0), np.float64(140325.0), np.float64(117593.0), np.float64(236072.0), np.float64(197588.0), np.float64(98751.0), np.float64(128125.0), np.float64(210292.0), np.float64(20224.0), np.float64(56686.0)]"
829,"[np.float64(76379.0), np.float64(39892.0), np.float64(42981.0), np.float64(32222.0), np.float64(86704.0), np.float64(177774.0), np.float64(22327.0), np.float64(155954.0), np.float64(154193.0), np.float64(72250.0), np.float64(207465.0), np.float64(42828.0), np.float64(199987.0), np.float64(74353.0), np.float64(178117.0), np.float64(206691.0), np.float64(104976.0), np.float64(220913.0), np.float64(15981.0), np.float64(169090.0), np.float64(208452.0), np.float64(153464.0), np.float64(136875.0), np.float64(29008.0), np.float64(102066.0), np.float64(166357.0), np.float64(146189.0), np.float64(141662.0), np.float64(215461.0), np.float64(113045.0), np.float64(75615.0), np.float64(103881.0), np.float64(4834.0), np.float64(82181.0), np.float64(154067.0), np.float64(57692.0), np.float64(170200.0), np.float64(58741.0), np.float64(86797.0), np.float64(9143.0), np.float64(121477.0), np.float64(95044.0), np.float64(130195.0), np.float64(191116.0), np.float64(43730.0), np.float64(70996.0), np.float64(201611.0), np.float64(232535.0), np.float64(229125.0), np.float64(198028.0)]"
196,"[np.float64(32222.0), np.float64(160078.0), np.float64(4207.0), np.float64(45184.0), np.float64(193014.0), np.float64(73682.0), np.float64(100077.0), np.float64(34347.0), np.float64(63735.0), np.float64(119126.0), np.float64(10294.0), np.float64(51805.0), np.float64(170436.0), np.float64(152510.0), np.float64(33788.0), np.float64(249088.0), np.float64(75567.0), np.float64(70813.0), np.float64(195665.0), np.float64(75328.0), np.float64(200181.0), np.float64(236433.0), np.float64(38908.0), np.float64(61770.0), np.float64(32206.0), np.float64(183984.0), np.float64(95136.0), np.float64(60937.0), np.float64(210292.0), np.float64(164343.0), np.float64(3689.0), np.float64(140813.0), np.float64(169343.0), np.float64(68959.0), np.float64(134263.0), np.float64(168363.0), np.float64(232491.0), np.float64(82397.0), np.float64(12165.0), np.float64(27407.0), np.float64(95981.0), np.float64(46423.0), np.float64(135686.0), np.float64(204569.0), np.float64(9389.0), np.float64(85273.0), np.float64(84506.0), np.float64(42133.0), np.float64(97308.0), np.float64(157743.0)]"
336,"[np.float64(46394.0), np.float64(24869.0), np.float64(85431.0), np.float64(178454.0), np.float64(68940.0), np.float64(246267.0), np.float64(244449.0), np.float64(29806.0), np.float64(227180.0), np.float64(7173.0), np.float64(125877.0), np.float64(62764.0), np.float64(62575.0), np.float64(141284.0), np.float64(98263.0), np.float64(218810.0), np.float64(148503.0), np.float64(42751.0), np.float64(158801.0), np.float64(141614.0), np.float64(183244.0), np.float64(11242.0), np.float64(51773.0), np.float64(19904.0), np.float64(176295.0), np.float64(172071.0), np.float64(71135.0), np.float64(237349.0), np.float64(193294.0), np.float64(422.0), np.float64(9396.0), np.float64(155254.0), np.float64(206750.0), np.float64(43721.0), np.float64(87950.0), np.float64(178244.0), np.float64(47499.0), np.float64(71368.0), np.float64(178577.0), np.float64(178187.0), np.float64(230071.0), np.float64(54642.0), np.float64(40430.0), np.float64(159098.0), np.float64(79518.0), np.float64(228238.0), np.float64(42986.0), np.float64(20490.0), np.float64(139074.0), np.float64(41408.0)]"
473,"[np.float64(32222.0), np.float64(82207.0), np.float64(37939.0), np.float64(177774.0), np.float64(219722.0), np.float64(87268.0), np.float64(4207.0), np.float64(117402.0), np.float64(39909.0), np.float64(121477.0), np.float64(23543.0), np.float64(51015.0), np.float64(9143.0), np.float64(53034.0), np.float64(184925.0), np.float64(45184.0), np.float64(247811.0), np.float64(233688.0), np.float64(113737.0), np.float64(193941.0), np.float64(116891.0), np.float64(43248.0), np.float64(107850.0), np.float64(45286.0), np.float64(71825.0), np.float64(192049.0), np.float64(249513.0), np.float64(40981.0), np.float64(220101.0), np.float64(237699.0), np.float64(192014.0), np.float64(102468.0), np.float64(58406.0), np.float64(160078.0), np.float64(199280.0), np.float64(111863.0), np.float64(64468.0), np.float64(3695.0), np.float64(246641.0), np.float64(165123.0), np.float64(134135.0), np.float64(138183.0), np.float64(176401.0), np.float64(143448.0), np.float64(66056.0), np.float64(109202.0), np.float64(3827.0), np.float64(77782.0), np.float64(3149.0), np.float64(227353.0)]"
38,"[np.float64(121477.0), np.float64(177774.0), np.float64(9143.0), np.float64(220101.0), np.float64(156313.0), np.float64(11632.0), np.float64(190492.0), np.float64(51015.0), np.float64(134135.0), np.float64(132320.0), np.float64(74398.0), np.float64(21231.0), np.float64(218657.0), np.float64(17823.0), np.float64(87268.0), np.float64(148602.0), np.float64(63412.0), np.float64(59024.0), np.float64(133688.0), np.float64(161162.0), np.float64(9518.0), np.float64(246641.0), np.float64(56974.0), np.float64(70403.0), np.float64(179033.0), np.float64(43730.0), np.float64(113737.0), np.float64(39909.0), np.float64(91819.0), np.float64(57661.0), np.float64(178244.0), np.float64(238840.0), np.float64(29082.0), np.float64(15064.0), np.float64(160483.0), np.float64(122126.0), np.float64(84044.0), np.float64(186080.0), np.float64(100921.0), np.float64(26288.0), np.float64(178527.0), np.float64(123960.0), np.float64(130292.0), np.float64(103200.0), np.float64(172071.0), np.float64(46394.0), np.float64(186724.0), np.float64(97353.0), np.float64(224787.0), np.float64(39544.0)]"
364,"[np.float64(177774.0), np.float64(32222.0), np.float64(9143.0), np.float64(121477.0), np.float64(51015.0), np.float64(132320.0), np.float64(113737.0), np.float64(4207.0), np.float64(43730.0), np.float64(70403.0), np.float64(117652.0), np.float64(45184.0), np.float64(143448.0), np.float64(246641.0), np.float64(109202.0), np.float64(87268.0), np.float64(134135.0), np.float64(68607.0), np.float64(115338.0), np.float64(91819.0), np.float64(208382.0), np.float64(179033.0), np.float64(37939.0), np.float64(93821.0), np.float64(11632.0), np.float64(214586.0), np.float64(151923.0), np.float64(164326.0), np.float64(197588.0), np.float64(3695.0), np.float64(52678.0), np.float64(160078.0), np.float64(220101.0), np.float64(19181.0), np.float64(227482.0), np.float64(39544.0), np.float64(59024.0), np.float64(76259.0), np.float64(247811.0), np.float64(244449.0), np.float64(168074.0), np.float64(14226.0), np.float64(218810.0), np.float64(177197.0), np.float64(152510.0), np.float64(41041.0), np.float64(15064.0), np.float64(82207.0), np.float64(156313.0), np.float64(148602.0)]"
877,"[np.float64(32222.0), np.float64(152510.0), np.float64(170436.0), np.float64(25036.0), np.float64(204569.0), np.float64(142991.0), np.float64(22693.0), np.float64(54848.0), np.float64(15433.0), np.float64(39891.0), np.float64(33788.0), np.float64(154213.0), np.float64(25760.0), np.float64(71673.0), np.float64(150222.0), np.float64(42133.0), np.float64(160078.0), np.float64(76259.0), np.float64(212396.0), np.float64(224263.0), np.float64(84930.0), np.float64(200014.0), np.float64(140813.0), np.float64(10294.0), np.float64(150969.0), np.float64(142031.0), np.float64(236433.0), np.float64(145841.0), np.float64(74820.0), np.float64(101856.0), np.float64(168363.0), np.float64(34347.0), np.float64(104658.0), np.float64(184222.0), np.float64(12165.0), np.float64(82545.0), np.float64(228417.0), np.float64(92798.0), np.float64(46900.0), np.float64(75328.0), np.float64(22174.0), np.float64(27416.0), np.float64(203519.0), np.float64(75567.0), np.float64(57999.0), np.float64(20529.0), np.float64(152458.0), np.float64(119111.0), np.float64(25981.0), np.float64(249088.0)]"
