playlist_idx,cluster,tracks_to_predict,random_recommendations,collaborative_filtering_recommendations,content_based_unweigted_recommendations,content_based_weigted_recommendations,hybrid_recommendations
14798,1,"['106017' '177254' '135193' '87533' '86790' '114142' '24939' '161346'
 '231722' '37093']","[233876, 133197, 196949, 141531, 15750, 237867, 30617, 64613, 92714, 217753, 211221, 78787, 107247, 167171, 166894, 239309, 52947, 85341, 78933, 162283, 243324, 194688, 132928, 181393, 157571, 84180, 219401, 72585, 48229, 208375, 184385, 5610, 161967, 155583, 162204, 133672, 229596, 61596, 224899, 138354, 113302, 105561, 78727, 155655, 172791, 169602, 234820, 189335, 8995, 26057]","[221079, 86790, 203557, 143123, 53497, 30051, 65433, 191316, 5894, 84826, 70529, 216252, 130724, 104413, 68844, 210354, 8445, 131429, 7627, 190816, 153789, 203253, 242528, 50047, 68922, 58505, 124237, 86135, 234471, 207513, 151584, 68163, 158927, 143095, 159681, 174543, 209437, 204678, 218755, 6089, 75949, 204273, 45282, 139096, 166690, 29626, 90768, 56352, 240000, 149636]","[29052, 250306, 208248, 93035, 26659, 237495, 219881, 245084, 232281, 123704, 19278, 180201, 71907, 251276, 97904, 149917, 33309, 156298, 154312, 237818, 63352, 194633, 138601, 221079, 242528, 36171, 53497, 230729, 235367, 21189, 86790, 177731, 190011, 241891, 248305, 163621, 50047, 191269, 35237, 54119, 54630, 39491, 82821, 63263, 234445, 204990, 164095, 126197, 219500, 130724]","[250306, 26659, 237818, 237495, 232281, 221079, 53497, 191269, 208248, 54119, 149917, 123797, 93035, 71907, 63221, 147415, 19278, 31218, 193787, 162254, 164095, 203253, 245084, 242528, 235367, 86790, 229720, 97904, 219500, 249785, 36171, 64550, 251276, 96552, 29052, 234445, 16769, 203494, 143123, 82821, 169201, 110708, 52495, 218275, 190011, 86135, 53989, 3584, 219881, 250011]","[221079, 86790, 203557, 143123, 53497, 30051, 191316, 65433, 84826, 5894, 104413, 130724, 70529, 216252, 68844, 7627, 190816, 210354, 131429, 8445, 242528, 124237, 68922, 50047, 58505, 234471, 86135, 203253, 153789, 143095, 151584, 68163, 207513, 159681, 158927, 174543, 75949, 149636, 204678, 45282, 209437, 6089, 29626, 204273, 218755, 166690, 131216, 139096, 249109, 240000]"
14803,3,"['100053' '144652' '125516' '124408' '247619' '230553' '24739' '23281'
 '53618' '188290']","[213536, 102460, 206555, 202320, 131630, 201008, 223767, 238822, 41084, 45309, 167212, 140483, 119589, 196523, 204841, 241663, 72554, 190190, 67550, 181884, 154564, 99622, 242506, 98979, 178251, 90921, 98841, 121756, 213619, 235402, 171900, 150408, 41717, 210420, 110408, 63483, 108517, 130110, 171659, 191606, 76293, 111938, 224808, 74175, 177923, 96470, 70965, 216595, 214273, 218319]","[183235, 212781, 56322, 34094, 178066, 90867, 209804, 182995, 52260, 11771, 194684, 21934, 37999, 130036, 220179, 117652, 133974, 246233, 182940, 122597, 246081, 80634, 181169, 219346, 128463, 96610, 121372, 153713, 115710, 165802, 205408, 192501, 4645, 193736, 84281, 6543, 83301, 19814, 197030, 81071, 196582, 59031, 12164, 26999, 193366, 241648, 99267, 24453, 208565, 83411]","[151898, 97130, 174557, 177055, 220179, 98081, 82207, 244526, 143105, 148380, 109202, 165802, 226146, 152619, 126346, 201117, 205408, 162552, 237592, 52279, 130368, 175642, 128957, 6424, 208565, 80118, 40743, 144673, 238586, 110728, 195264, 40981, 184315, 46071, 64892, 26272, 16353, 91193, 77920, 197332, 62530, 186690, 83267, 240380, 6543, 76387, 47081, 220101, 85540, 176346]","[174557, 97130, 80118, 205408, 9434, 30833, 165802, 40743, 177055, 208382, 160679, 82207, 96091, 184315, 26201, 189358, 238586, 142578, 53441, 148380, 147304, 117402, 155690, 133974, 26272, 238860, 153239, 130368, 237699, 244526, 152287, 251229, 128957, 181205, 177157, 17147, 136468, 203882, 17563, 188037, 144673, 59244, 31210, 191240, 141347, 101404, 81615, 90865, 72286, 6424]","[183235, 212781, 90867, 209804, 182995, 34094, 52260, 194684, 178066, 56322, 11771, 21934, 37999, 130036, 117652, 246233, 220179, 133974, 182940, 122597, 181169, 80634, 246081, 219346, 128463, 153713, 121372, 205408, 6543, 96610, 192501, 81071, 193736, 193366, 84281, 115710, 197030, 4645, 59031, 65001, 12164, 189533, 165802, 19814, 241648, 83301, 26999, 83411, 99309, 36901]"
14805,2,"['50047' '66097' '119806' '209203' '36171' '216283' '250306' '98894'
 '111577' '198409']","[124567, 219846, 88530, 26146, 74457, 168466, 245859, 121924, 42950, 107221, 92592, 180622, 174693, 111218, 214819, 214906, 193522, 236082, 164702, 92678, 82058, 149964, 101367, 133483, 186263, 36389, 102837, 166744, 43946, 27765, 167839, 161499, 24583, 126990, 179130, 96081, 36851, 207531, 34919, 207884, 138345, 48430, 249112, 162156, 37082, 12039, 184575, 24532, 182861, 89715]","[86790, 53497, 237495, 64550, 250306, 54047, 50047, 116049, 140314, 216252, 203557, 84826, 129996, 16252, 139096, 151584, 58505, 241787, 82682, 190816, 122751, 65433, 153789, 218755, 86135, 49453, 90973, 234471, 210354, 103098, 184979, 68163, 72522, 130094, 14975, 156348, 204678, 27071, 164641, 217892, 6089, 102443, 143095, 191426, 189386, 149917, 164650, 182651, 126204, 83741]","[237818, 208248, 123797, 71907, 250306, 156298, 191269, 248305, 245084, 97904, 73914, 237495, 19278, 232281, 123133, 169067, 249970, 93035, 29052, 145179, 244454, 250011, 63352, 83629, 191316, 236457, 39491, 106903, 46586, 122425, 214162, 115552, 60631, 218402, 190011, 219500, 142807, 63060, 24035, 79145, 149620, 203494, 230729, 163621, 90967, 224916, 54119, 86283, 56370, 172856]","[237818, 123797, 237495, 191269, 156298, 31218, 250306, 54119, 147415, 123133, 71907, 93385, 168451, 184195, 63221, 173630, 149917, 203253, 168040, 208248, 19278, 250011, 39491, 248305, 203494, 113059, 16769, 234471, 199756, 169236, 29194, 14573, 219500, 172856, 178081, 34504, 191316, 48249, 122425, 244454, 53497, 45849, 115552, 84864, 51702, 37532, 164095, 83741, 120212, 99299]","[86790, 53497, 237495, 64550, 250306, 54047, 50047, 116049, 140314, 216252, 84826, 203557, 129996, 151584, 16252, 139096, 82682, 241787, 58505, 122751, 65433, 190816, 86135, 153789, 218755, 49453, 234471, 210354, 90973, 184979, 68163, 72522, 103098, 204678, 14975, 156348, 130094, 27071, 6089, 217892, 164641, 143095, 182651, 8445, 149917, 102443, 203253, 189386, 4153, 191426]"
14807,2,"['191269' '29217' '248305' '71907' '237818' '203494' '123797' '249970'
 '219500' '250011']","[148705, 241243, 248630, 109239, 84777, 189649, 110454, 128546, 170210, 85320, 141466, 110365, 16045, 250751, 118406, 240914, 244369, 156866, 53858, 79914, 55361, 137182, 149499, 14125, 97853, 134507, 116751, 227162, 164943, 58073, 2434, 152164, 51602, 94064, 50346, 245597, 9252, 185323, 107932, 138542, 206162, 101657, 75299, 14543, 195304, 161804, 27939, 67862, 1144, 134756]","[221079, 116049, 216374, 203557, 84826, 131429, 49453, 230184, 82682, 14975, 68844, 7627, 16252, 216252, 19825, 5894, 130724, 122751, 70529, 151584, 65143, 65433, 232281, 60803, 158927, 193787, 139096, 45282, 191426, 245084, 35237, 102443, 251689, 130094, 249186, 209437, 149530, 121753, 207513, 29920, 217892, 164641, 216240, 40301, 56352, 99481, 30051, 242528, 234425, 240000]","[237818, 208248, 156298, 250306, 71907, 237495, 29052, 19278, 232281, 149917, 245084, 86790, 93035, 36171, 26659, 123797, 230729, 145179, 63230, 190011, 191269, 169067, 54119, 123133, 248305, 97904, 249970, 126197, 163621, 33309, 180201, 73914, 106903, 39491, 187773, 203253, 163423, 194633, 134172, 46586, 44898, 219500, 82821, 142807, 203494, 219881, 1578, 50662, 212343, 250011]","[156298, 237818, 237495, 191269, 123797, 250306, 149917, 31218, 51129, 232281, 168451, 123133, 86135, 26659, 203494, 71907, 63230, 37532, 53497, 173630, 54119, 113059, 245084, 93385, 184195, 16769, 115552, 124237, 77655, 46586, 48249, 34573, 147415, 99318, 203253, 250011, 122425, 221079, 29217, 120212, 131429, 199756, 208248, 29194, 14573, 234471, 248305, 83741, 164095, 207754]","[221079, 116049, 216374, 84826, 203557, 131429, 49453, 230184, 82682, 7627, 14975, 68844, 216252, 19825, 16252, 130724, 5894, 122751, 151584, 70529, 65143, 60803, 65433, 232281, 158927, 193787, 139096, 35237, 191426, 45282, 245084, 102443, 249186, 207513, 251689, 242528, 130094, 164641, 40301, 149530, 121753, 209437, 56352, 215457, 29920, 30051, 99481, 234425, 216240, 217892]"
14810,2,"['8431' '194060' '75378' '165250' '111032' '37488' '49258' '105900'
 '168556' '56766']","[203135, 195000, 132249, 121683, 41871, 233507, 237468, 82342, 233181, 174188, 75191, 82194, 203021, 228618, 229291, 87603, 84084, 39218, 149093, 82538, 184237, 53019, 240295, 31492, 201681, 69205, 109978, 101605, 194017, 43370, 202148, 29050, 183199, 33026, 163923, 204593, 153147, 43607, 191794, 252136, 181175, 37561, 217167, 182136, 229865, 54827, 197123, 51116, 116858, 9639]","[121753, 6666, 180819, 226215, 250245, 202104, 217339, 77995, 216240, 153789, 222741, 183213, 31885, 103823, 149739, 140314, 237495, 68141, 151836, 247450, 186705, 232729, 73019, 83460, 231797, 86135, 9975, 64021, 68922, 202244, 227395, 29052, 183235, 250362, 208873, 153308, 207159, 248136, 58044, 132812, 116897, 90867, 129862, 98068, 174543, 229720, 149530, 194684, 128945, 204136]","[226667, 3568, 141516, 135781, 204205, 227882, 138617, 36584, 65115, 215605, 190618, 96179, 175779, 170782, 168341, 83976, 156379, 87469, 144549, 216539, 188306, 55983, 221217, 218629, 112271, 149733, 229742, 218964, 64447, 110102, 176801, 116495, 189127, 133019, 189993, 93327, 125005, 131752, 203420, 83973, 196541, 236613, 217195, 142023, 54905, 89258, 240580, 6116, 131185, 138930]","[176801, 218629, 251928, 142023, 223215, 237763, 36584, 204205, 203420, 5967, 69892, 185907, 54905, 24910, 125005, 126032, 99132, 95975, 190298, 128537, 186247, 140427, 176834, 61330, 111511, 173489, 205912, 96079, 152935, 251894, 149564, 57025, 98975, 37567, 18982, 55983, 144549, 65115, 143845, 12717, 61901, 116495, 111269, 229742, 66249, 150825, 48420, 136418, 217452, 202941]","[168341, 122581, 93639, 70452, 120438, 226667, 6116, 237874, 212706, 114050, 70325, 175779, 135781, 226964, 141747, 225400, 87469, 181554, 112271, 82067, 219603, 189127, 149733, 216539, 153638, 167421, 1735, 141516, 45476, 95367, 234001, 248816, 133019, 214271, 167640, 233242, 112744, 48970, 127617, 71339, 89258, 164136, 82122, 45947, 97526, 82844, 177351, 246594, 21668, 30441]"
14816,2,"['229720' '127239' '97894' '83741' '122277' '175042' '25226' '96809'
 '191269' '50662']","[11293, 70089, 138748, 129492, 57180, 140258, 10168, 153353, 16507, 144137, 183998, 154662, 38572, 21678, 81565, 223524, 234081, 220008, 110268, 87620, 156986, 189093, 163959, 83560, 109363, 7366, 200251, 39196, 242281, 9711, 121142, 31110, 147362, 87362, 116950, 101, 29290, 126935, 239602, 123633, 160686, 33130, 183136, 148064, 182273, 9538, 65664, 247160, 69859, 179105]","[86790, 116049, 53497, 221079, 203557, 216374, 103098, 62064, 203253, 237415, 68163, 54047, 129996, 230184, 210354, 90973, 49453, 143123, 180201, 140314, 82682, 207513, 16252, 7627, 14975, 219734, 130724, 153789, 245084, 149917, 68844, 249109, 122751, 229720, 189386, 209437, 62757, 65143, 60803, 87793, 74662, 65433, 83741, 158927, 121753, 5894, 242528, 8445, 27071, 139096]","[29052, 250306, 208248, 93035, 237495, 237818, 19278, 26659, 71907, 156298, 180201, 245084, 219881, 36171, 149917, 232281, 63352, 230729, 221079, 97904, 86790, 33309, 248305, 163621, 123704, 194633, 191269, 123797, 190011, 126197, 50047, 169067, 235367, 50662, 54630, 138601, 53497, 242528, 241891, 54119, 204990, 21189, 1578, 145179, 123133, 35237, 251276, 82821, 203253, 130724]","[250306, 26659, 191269, 232281, 123797, 237495, 237818, 156298, 245084, 149917, 86790, 31218, 168451, 29052, 53497, 36171, 51129, 147415, 208248, 54119, 229720, 221079, 169201, 193787, 71907, 86135, 164095, 110708, 93035, 131429, 37532, 162254, 203494, 48249, 63221, 25286, 242528, 52495, 124237, 99318, 64550, 120212, 250011, 96809, 11359, 234471, 83741, 218275, 9705, 13597]","[86790, 53497, 116049, 221079, 216374, 203557, 62064, 103098, 68163, 237415, 203253, 54047, 230184, 129996, 180201, 210354, 90973, 49453, 82682, 143123, 140314, 7627, 130724, 16252, 207513, 153789, 14975, 219734, 245084, 149917, 249109, 68844, 189386, 74662, 60803, 87793, 65143, 62757, 209437, 83741, 229720, 65433, 242528, 122751, 158927, 5894, 143095, 139096, 30051, 27071]"
14818,1,"['144510' '154711' '119239' '135894' '127524' '248699' '151785' '208873'
 '150659' '137148']","[28849, 17889, 238976, 191022, 108427, 248574, 3942, 210133, 44719, 28593, 75036, 146463, 111506, 111469, 98248, 107154, 214908, 23969, 44416, 191880, 83011, 191955, 204784, 176528, 30985, 148909, 120707, 82145, 228669, 196962, 181348, 30756, 23490, 217296, 20889, 125807, 59427, 79655, 217134, 32232, 177681, 175316, 209215, 142936, 134896, 144216, 177867, 176292, 47618, 213276]","[235367, 237415, 250306, 53497, 72522, 143123, 84826, 58505, 50047, 216252, 153789, 215457, 99481, 7627, 121753, 210354, 27071, 207513, 5894, 70529, 68844, 166690, 151584, 86135, 191177, 234425, 82682, 204273, 124237, 242528, 104413, 193787, 241787, 90973, 68163, 65143, 156348, 19825, 131429, 129996, 203856, 240000, 35237, 164641, 68922, 49453, 140167, 56352, 62064, 96494]","[250306, 208248, 29052, 26659, 93035, 71907, 156298, 245084, 19278, 237495, 232281, 149917, 219881, 97904, 33309, 237818, 36171, 163621, 86790, 230729, 54119, 126197, 123704, 251276, 180201, 221079, 53497, 191269, 190011, 39491, 235367, 138601, 194633, 145179, 21189, 63230, 203253, 248305, 196377, 154312, 82821, 58917, 123133, 212343, 50662, 63352, 134172, 164095, 241891, 248921]","[250306, 26659, 237818, 237495, 191269, 123797, 149917, 232281, 221079, 164095, 54119, 53497, 31218, 208248, 156298, 203253, 168451, 86135, 71907, 51129, 147415, 83741, 93035, 245084, 131429, 193787, 86790, 169201, 19278, 37532, 120212, 63221, 36171, 96552, 64550, 162254, 229720, 203494, 218275, 110708, 99318, 235367, 203643, 53989, 96809, 65052, 117593, 16769, 219500, 249785]","[235367, 237415, 250306, 53497, 72522, 143123, 84826, 50047, 58505, 216252, 7627, 99481, 121753, 153789, 215457, 210354, 68844, 70529, 207513, 5894, 27071, 166690, 151584, 86135, 234425, 191177, 45282, 204273, 104413, 241787, 68163, 90973, 124237, 82682, 65143, 193787, 131429, 203856, 242528, 156348, 19825, 68922, 129996, 208529, 164641, 240000, 146644, 49453, 35237, 96494]"
14822,3,"['40874' '79636' '183160' '115897' '127763' '148816' '115949' '235774'
 '75223' '225820']","[36514, 24671, 69791, 85835, 149767, 158809, 89725, 114334, 129091, 55179, 141503, 204015, 9093, 67393, 176088, 12839, 178242, 33130, 75029, 82216, 177350, 210270, 53209, 12724, 45779, 32926, 39235, 107911, 35159, 151103, 223196, 115554, 176283, 158579, 240129, 209007, 128837, 35462, 35734, 203779, 6118, 172491, 51038, 62409, 213766, 234266, 130799, 9491, 183361, 63745]","[212881, 35659, 232829, 202567, 172218, 219637, 85574, 130606, 56073, 58141, 178754, 131992, 251617, 208864, 250210, 113242, 14306, 220747, 76387, 109155, 123985, 232953, 231254, 97330, 235251, 77604, 116526, 38245, 94251, 135397, 164042, 180091, 188065, 184018, 129186, 27560, 54114, 219293, 185380, 174467, 34319, 14025, 188310, 64204, 130032, 232845, 249070, 56457, 23360, 135948]","[88393, 176295, 14364, 129186, 130032, 26657, 177736, 169451, 208248, 71107, 5256, 231109, 185380, 111552, 223858, 219580, 210624, 2109, 79611, 178920, 27063, 75654, 188600, 131254, 149297, 245084, 15203, 119674, 178035, 115517, 22771, 223154, 232497, 65305, 41541, 172071, 41721, 31945, 29246, 102881, 246267, 180201, 86497, 184159, 152886, 41118, 227206, 1125, 112619, 95730]","[153676, 129186, 184159, 191313, 208248, 249785, 96552, 1018, 168341, 219580, 32317, 194450, 151297, 178275, 58351, 130032, 218657, 88393, 23803, 14364, 250382, 223858, 52107, 9052, 10113, 29246, 145619, 111722, 89664, 203643, 61465, 129035, 171412, 24116, 127007, 150180, 50647, 185380, 48091, 133507, 240182, 29806, 131254, 77444, 104302, 142482, 194068, 145047, 112272, 163156]","[212881, 232829, 35659, 202567, 172218, 56073, 85574, 130606, 219637, 178754, 131992, 250210, 14306, 251617, 109155, 58141, 113242, 220747, 232953, 208864, 76387, 123985, 235251, 97330, 188065, 231254, 77604, 38245, 135397, 164042, 249070, 180091, 184018, 6200, 94251, 174467, 116526, 34319, 64204, 130032, 14025, 88393, 56457, 219293, 185380, 232845, 188310, 27560, 106318, 129186]"
14829,3,"['37717' '168084' '90724' '134758' '157873' '48444' '195391' '79471'
 '124581' '75949']","[86448, 214400, 227510, 166098, 125330, 7399, 45678, 141344, 191173, 113262, 33130, 243174, 149561, 106609, 65592, 18920, 182004, 37267, 184363, 149196, 175400, 136753, 84648, 35996, 234179, 84443, 130800, 219260, 224635, 195930, 187926, 228158, 226819, 62206, 145537, 180006, 180290, 216000, 53339, 78213, 160367, 87288, 87520, 69106, 215489, 198070, 90721, 27741, 21119, 30142]","[75949, 77255, 250245, 87405, 200727, 7184, 226215, 23918, 212396, 244723, 186, 74901, 131216, 125818, 133696, 146644, 159681, 31020, 251689, 185063, 16769, 39460, 24205, 237495, 167597, 140434, 206783, 195884, 28799, 235367, 222377, 249333, 30920, 12818, 87387, 116722, 68844, 43658, 158334, 72522, 71894, 250946, 222741, 85556, 208730, 82073, 30051, 193035, 39251, 208529]","[130368, 250306, 36171, 62757, 237495, 12829, 216470, 84111, 73019, 86790, 218275, 128945, 8810, 162552, 234768, 95510, 174974, 244723, 141508, 88702, 33309, 117402, 212099, 96667, 31844, 206182, 241395, 236218, 48015, 179215, 87806, 110221, 17147, 197789, 190011, 16134, 237699, 9570, 58917, 174957, 26048, 38530, 205688, 108827, 90969, 208248, 62344, 21931, 233911, 156071]","[149917, 237495, 168451, 65456, 53497, 208248, 177254, 1201, 162254, 194691, 198802, 124237, 235367, 72347, 94788, 141420, 179215, 31218, 245084, 130368, 162908, 49453, 249096, 1017, 38462, 166743, 13597, 37532, 67495, 219379, 46682, 46586, 236218, 118328, 87172, 207754, 191269, 53989, 9570, 241891, 229720, 247320, 217390, 62480, 21098, 244866, 221079, 241395, 156343, 159189]","[75949, 77255, 250245, 87405, 212396, 200727, 226215, 7184, 244723, 237495, 186, 131216, 23918, 125818, 133696, 146644, 74901, 159681, 251689, 185063, 31020, 250306, 39460, 219734, 16769, 208529, 140434, 222377, 206783, 28799, 249333, 39251, 30051, 24205, 47611, 208730, 87387, 12818, 158334, 193035, 71894, 195884, 85556, 167597, 116722, 38125, 43658, 155438, 30920, 222741]"
14835,3,"['214215' '129768' '132849' '218317' '231644' '44169' '95663' '26839'
 '3383' '65064']","[65953, 185378, 93745, 115900, 212774, 74606, 172025, 66283, 235717, 15785, 215240, 250265, 164639, 249684, 239860, 29696, 245027, 22691, 229201, 57036, 53750, 161334, 4010, 142646, 131244, 89522, 119995, 95131, 60635, 94894, 246451, 190315, 226799, 245000, 252106, 69656, 121931, 214791, 113386, 80115, 72913, 29785, 225578, 124190, 129393, 204686, 159361, 77609, 68597, 57631]","[191313, 245418, 5923, 183688, 33445, 154321, 87806, 216260, 167934, 225394, 212784, 47657, 113368, 51431, 89133, 226684, 34319, 50124, 77189, 24943, 13191, 196135, 79687, 251981, 139257, 207476, 106804, 1870, 9012, 219789, 170850, 73413, 145634, 154977, 85508, 97551, 176517, 23252, 221049, 26839, 247450, 247083, 101857, 168210, 83087, 142963, 219221, 64861, 201765, 149792]","[29246, 118771, 228478, 208847, 123704, 82545, 204569, 126544, 87134, 45668, 112292, 59604, 142102, 145841, 83696, 46900, 157778, 156477, 142991, 110474, 10172, 80445, 86141, 232350, 78737, 146012, 81876, 138954, 175640, 212944, 84930, 189054, 107627, 72866, 57243, 217516, 32244, 9052, 191989, 245418, 168880, 114637, 210624, 104665, 94673, 250306, 159482, 115840, 135627, 176611]","[118771, 7897, 110973, 114146, 202694, 111982, 34344, 19108, 92392, 29246, 106751, 204158, 201685, 173195, 232350, 88393, 177023, 154152, 236433, 37900, 55178, 247144, 223175, 219599, 228478, 242834, 73022, 40573, 80445, 216540, 146805, 154435, 188912, 233691, 9373, 81876, 239461, 120420, 159482, 23146, 168036, 119102, 1293, 143208, 197176, 77556, 108784, 81565, 144636, 109226]","[191313, 245418, 154321, 33445, 183688, 5923, 87806, 216260, 225394, 51431, 47657, 167934, 212784, 89133, 226684, 113368, 34319, 50124, 139257, 79687, 106804, 77189, 219789, 221049, 196135, 1870, 251981, 23252, 83087, 24943, 207476, 13191, 73413, 85508, 145634, 154977, 101857, 247450, 134300, 176517, 9012, 247083, 168210, 170850, 97551, 134641, 64861, 189201, 57996, 219221]"
14855,1,"['207513' '10649' '235294' '86861' '57996' '168972' '196631' '33571'
 '215609' '56349']","[57627, 223930, 248525, 247061, 249873, 150655, 204342, 65412, 21204, 102405, 239329, 171649, 6924, 131674, 150832, 47059, 103863, 165632, 127160, 8631, 202134, 179006, 165465, 232934, 216366, 187534, 22782, 126085, 78959, 180994, 176815, 169935, 30844, 105400, 16790, 76845, 120704, 92499, 63540, 29979, 179059, 176448, 43623, 3981, 11354, 157166, 200883, 241115, 210016, 158148]","[207513, 27407, 180201, 121753, 233897, 124094, 131355, 245084, 45495, 193787, 68450, 242528, 206765, 11830, 210921, 96114, 219965, 83674, 57996, 250306, 13597, 219531, 116049, 225852, 249785, 103098, 124237, 128223, 181640, 163048, 9092, 235367, 203253, 110859, 203427, 241312, 191313, 249870, 215457, 130724, 64550, 169595, 220883, 237495, 144118, 232281, 142102, 217395, 135627, 170409]","[208248, 219637, 59604, 121753, 182297, 56156, 245084, 154312, 193787, 14364, 250306, 149636, 180201, 140469, 245519, 237495, 26659, 34959, 94978, 79377, 191471, 9052, 216056, 174796, 72820, 238815, 194008, 103124, 112292, 176912, 24004, 242528, 55235, 151297, 57996, 63028, 10309, 232281, 191313, 178937, 107732, 231119, 73908, 114097, 162725, 239371, 184975, 199228, 10377, 29246]","[96552, 177254, 208248, 153712, 56156, 147415, 250382, 129186, 29246, 226499, 203643, 217598, 9052, 151297, 245084, 235367, 191471, 140411, 26659, 183863, 10113, 180151, 24004, 251849, 219637, 206604, 112292, 17758, 140469, 249785, 35237, 181430, 82657, 140857, 102192, 133507, 218275, 150180, 219734, 176525, 169201, 77444, 83712, 53989, 250306, 149608, 44184, 121136, 52357, 88507]","[27407, 207513, 180201, 233897, 124094, 121753, 131355, 45495, 245084, 193787, 250306, 68450, 206765, 210921, 11830, 96114, 219965, 181640, 235367, 242528, 13597, 237495, 83674, 103098, 249785, 203253, 124237, 57996, 128223, 219531, 163048, 215457, 203427, 9092, 225852, 130724, 116049, 232281, 241312, 135627, 142102, 191313, 249870, 217395, 97864, 169595, 170409, 32876, 220883, 144118]"
14864,1,"['221208' '101057' '75027' '56322' '123595' '244723' '62499' '183989'
 '107224' '46713']","[62899, 58252, 153689, 175243, 200571, 150812, 123674, 89601, 16668, 101694, 143693, 172263, 57253, 248774, 45939, 226597, 19560, 140093, 67549, 120855, 57932, 143507, 148098, 24380, 55232, 75697, 113579, 10025, 74706, 63423, 206145, 190192, 42645, 102873, 17320, 126685, 201443, 195745, 85129, 250105, 16480, 86301, 101390, 70047, 202292, 187052, 56682, 109145, 228532, 203420]","[168606, 208658, 104413, 118317, 29052, 231840, 102026, 242974, 45282, 180819, 191313, 181596, 104659, 218728, 217339, 102584, 198641, 245418, 156199, 207476, 223774, 116049, 83460, 186479, 191177, 78987, 14281, 45959, 57572, 2180, 35237, 65892, 60993, 249109, 201377, 144813, 237495, 208248, 39349, 38529, 156346, 19378, 204569, 72522, 90523, 26659, 138667, 180201, 63511, 170436]","[29052, 26659, 208248, 237495, 180201, 129186, 250306, 234445, 232281, 251276, 35237, 241891, 14364, 3939, 93035, 19278, 154312, 169352, 219881, 122336, 121437, 162254, 190011, 64166, 235367, 103098, 50047, 47473, 57902, 121753, 54630, 63352, 19344, 33687, 167186, 66334, 218005, 24530, 45737, 56156, 223154, 218965, 243066, 149917, 237818, 215392, 25824, 111147, 82657, 147415]","[208248, 245084, 232281, 234445, 251276, 29052, 235367, 221079, 241891, 237495, 64550, 26659, 154312, 129186, 250306, 180201, 218657, 96552, 33687, 53497, 135948, 96091, 162254, 3584, 53989, 50047, 115701, 171730, 191673, 2323, 93035, 131893, 116446, 63221, 143123, 231797, 41191, 203882, 95724, 219881, 14364, 193787, 57902, 235722, 7225, 149917, 190011, 243869, 6447, 58917]","[168606, 208658, 118317, 104413, 231840, 29052, 102026, 242974, 45282, 191313, 181596, 245418, 35237, 207476, 218728, 104659, 102584, 198641, 223774, 237495, 217339, 186479, 156199, 60993, 78987, 14281, 249109, 180819, 2180, 72522, 83460, 65892, 201377, 45959, 57572, 144813, 39349, 208248, 191177, 19378, 38529, 90523, 204569, 138667, 116049, 156346, 26659, 93098, 63511, 48557]"
14885,2,"['194628' '149917' '26837' '156298' '109927' '191269' '29217' '237818'
 '123797' '219500']","[26422, 247328, 190991, 243480, 109655, 55696, 140621, 200450, 45262, 169446, 180450, 96769, 172365, 65020, 3518, 147776, 208338, 94990, 132747, 116602, 63772, 111918, 49129, 150306, 122131, 38354, 150962, 219097, 108954, 175800, 169531, 138785, 218450, 165968, 191789, 19151, 119883, 174944, 192606, 103789, 40425, 120452, 109010, 145915, 151206, 17699, 116224, 48453, 224936, 198088]","[64550, 230184, 53497, 216374, 129996, 203557, 166690, 54047, 216252, 210354, 203253, 103098, 7627, 149917, 153789, 65433, 156348, 14975, 131429, 151584, 158927, 62757, 16252, 139096, 72522, 143095, 217892, 191177, 193787, 190899, 99868, 27071, 6089, 251689, 234425, 182651, 189386, 104413, 30051, 192628, 130094, 46586, 83741, 214450, 74662, 149486, 149530, 68844, 87793, 3065]","[237818, 71907, 156298, 19278, 250306, 208248, 123797, 191269, 245084, 248305, 232281, 237495, 29052, 123133, 145179, 169067, 97904, 73914, 63230, 106903, 149917, 249970, 46586, 24035, 190011, 39491, 79145, 218402, 93035, 115552, 230729, 250011, 187773, 122425, 36171, 61364, 219500, 163423, 244454, 163621, 186883, 54119, 44898, 90967, 4748, 142807, 50662, 212343, 191316, 126197]","[156298, 237818, 237495, 191269, 31218, 250306, 71907, 149917, 123797, 123133, 93385, 51129, 203494, 168451, 63230, 173630, 115552, 122425, 16769, 184195, 199756, 113059, 14573, 53497, 147415, 245084, 37532, 86135, 54119, 203253, 232281, 59169, 250011, 48249, 168040, 84864, 34573, 202692, 248305, 21189, 208248, 118399, 120212, 77655, 99299, 83741, 99318, 164095, 234471, 46586]","[64550, 230184, 53497, 216374, 129996, 203557, 54047, 166690, 210354, 216252, 203253, 103098, 7627, 65433, 149917, 153789, 131429, 156348, 14975, 62757, 151584, 158927, 16252, 139096, 72522, 193787, 143095, 190899, 99868, 27071, 191177, 217892, 234425, 6089, 104413, 182651, 189386, 251689, 192628, 46586, 130094, 30051, 83741, 74662, 149530, 241787, 3065, 214450, 204678, 156298]"
